year,tournament_id,match_id,stage_name,group_name,match_date,match_time,stadium_name,country_name,country_id_iso_3,knockout_stage,team_a_id_iso_3,team_a_name,team_a_code,team_b_id_iso_3,team_b_name,team_b_code,score,team_a_score,team_b_score,team_a_score_margin,team_b_score_margin,extra_time,penalty_shootout,score_penalties,team_a_score_penalties,team_b_score_penalties,team_a_win,team_b_win,draw
2015,WC-2015,M-2015-31,Groups,Group D,2015-06-16,17:00:00,BC Place Stadium, Canada ,CAN,0,NGA,Nigeria,NGA,USA,USA,USA,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2015,WC-2015,M-2015-32,Groups,Group D,2015-06-16,18:00:00,Commonwealth Stadium, Canada ,CAN,0,AUS,Australia,AUS,SWE,Sweden,SWE,1 - 1,1,1,0,0,0,0,,0,0,0,0,1
2015,WC-2015,M-2015-35,Groups,Group F,2015-06-17,16:00:00,TD Place Stadium, Canada ,CAN,0,MEX,Mexico,MEX,FRA,France,FRA,0 - 5,0,5,-5,5,0,0,,0,0,0,1,0
2015,WC-2015,M-2015-36,Groups,Group F,2015-06-17,16:00:00,Olympic Stadium, Canada ,CAN,0,GBR,England,ENG,COL,Colombia,COL,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-33,Groups,Group E,2015-06-17,20:00:00,Moncton Stadium, Canada ,CAN,0,CRI,Costa Rica,CRI,BRA,Brazil,BRA,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2015,WC-2015,M-2015-34,Groups,Group E,2015-06-17,19:00:00,TD Place Stadium, Canada ,CAN,0,KOR,Korea Republic,KOR,ESP,Spain,ESP,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-39,Round of 16,Not applicable,2015-06-20,16:00:00,TD Place Stadium, Canada ,CAN,1,DEU,Germany,DEU,SWE,Sweden,SWE,4 - 1,4,1,3,-3,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-37,Round of 16,Not applicable,2015-06-20,17:30:00,Commonwealth Stadium, Canada ,CAN,1,CHN,China PR,CHN,CMR,Cameroon,CMR,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-41,Round of 16,Not applicable,2015-06-21,14:00:00,Moncton Stadium, Canada ,CAN,1,BRA,Brazil,BRA,AUS,Australia,AUS,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2015,WC-2015,M-2015-40,Round of 16,Not applicable,2015-06-21,16:00:00,Olympic Stadium, Canada ,CAN,1,FRA,France,FRA,KOR,Korea Republic,KOR,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-44,Round of 16,Not applicable,2015-06-21,16:30:00,BC Place Stadium, Canada ,CAN,1,CAN,Canada,CAN,CHE,Switzerland,CHE,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-43,Round of 16,Not applicable,2015-06-22,17:00:00,TD Place Stadium, Canada ,CAN,1,NOR,Norway,NOR,GBR,England,ENG,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2015,WC-2015,M-2015-38,Round of 16,Not applicable,2015-06-22,18:00:00,Commonwealth Stadium, Canada ,CAN,1,USA,USA,USA,COL,Colombia,COL,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-42,Round of 16,Not applicable,2015-06-23,19:00:00,BC Place Stadium, Canada ,CAN,1,JPN,Japan,JPN,NLD,Netherlands,NLD,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-46,Quarter-final,Not applicable,2015-06-26,16:00:00,Olympic Stadium, Canada ,CAN,1,DEU,Germany,DEU,FRA,France,FRA,1 - 1,1,1,0,0,0,1,5 - 4,5,4,1,0,0
2015,WC-2015,M-2015-45,Quarter-final,Not applicable,2015-06-26,19:30:00,TD Place Stadium, Canada ,CAN,1,CHN,China PR,CHN,USA,USA,USA,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2015,WC-2015,M-2015-47,Quarter-final,Not applicable,2015-06-27,14:00:00,Commonwealth Stadium, Canada ,CAN,1,AUS,Australia,AUS,JPN,Japan,JPN,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2015,WC-2015,M-2015-48,Quarter-final,Not applicable,2015-06-27,16:30:00,BC Place Stadium, Canada ,CAN,1,GBR,England,ENG,CAN,Canada,CAN,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-49,Semi-final,Not applicable,2015-06-30,19:00:00,Olympic Stadium, Canada ,CAN,1,USA,USA,USA,DEU,Germany,DEU,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-50,Semi-final,Not applicable,2015-07-01,17:00:00,Commonwealth Stadium, Canada ,CAN,1,JPN,Japan,JPN,GBR,England,ENG,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2015,WC-2015,M-2015-51,Match for third place,Not applicable,2015-07-04,14:00:00,Commonwealth Stadium, Canada ,CAN,1,DEU,Germany,DEU,GBR,England,ENG,0 - 1,0,1,-1,1,1,0,,0,0,0,1,0
2015,WC-2015,M-2015-52,Final,Not applicable,2015-07-05,16:00:00,BC Place Stadium, Canada ,CAN,1,USA,USA,USA,JPN,Japan,JPN,5 - 2,5,2,3,-3,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-1,Groups,Group A,2019-06-07,21:00:00,Parc des Princes, France ,FRA,0,FRA,France,FRA,KOR,Korea Republic,KOR,4 - 0,4,0,4,-4,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-3,Groups,Group B,2019-06-08,15:00:00,Roazhon Park, France ,FRA,0,DEU,Germany,DEU,CHN,China PR,CHN,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-4,Groups,Group B,2019-06-08,18:00:00,Stade Océane, France ,FRA,0,ESP,Spain,ESP,ZAF,South Africa,ZAF,3 - 1,3,1,2,-2,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-2,Groups,Group A,2019-06-08,21:00:00,Stade Auguste-Delaune, France ,FRA,0,NOR,Norway,NOR,NGA,Nigeria,NGA,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-5,Groups,Group C,2019-06-09,13:00:00,Stade du Hainaut, France ,FRA,0,AUS,Australia,AUS,ITA,Italy,ITA,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-6,Groups,Group C,2019-06-09,15:30:00,Stade des Alpes, France ,FRA,0,BRA,Brazil,BRA,JAM,Jamaica,JAM,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-7,Groups,Group D,2019-06-09,18:00:00,Stade de Nice, France ,FRA,0,GBR,England,ENG,GBR,Scotland,SCO,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-8,Groups,Group D,2019-06-10,18:00:00,Parc des Princes, France ,FRA,0,ARG,Argentina,ARG,JPN,Japan,JPN,0 - 0,0,0,0,0,0,0,,0,0,0,0,1
2019,WC-2019,M-2019-9,Groups,Group E,2019-06-10,21:00:00,Stade de la Mosson, France ,FRA,0,CAN,Canada,CAN,CMR,Cameroon,CMR,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-10,Groups,Group E,2019-06-11,15:00:00,Stade Océane, France ,FRA,0,NZL,New Zealand,NZL,NLD,Netherlands,NLD,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-12,Groups,Group F,2019-06-11,18:00:00,Roazhon Park, France ,FRA,0,CHL,Chile,CHL,SWE,Sweden,SWE,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-11,Groups,Group F,2019-06-11,21:00:00,Stade Auguste-Delaune, France ,FRA,0,USA,USA,USA,THA,Thailand,THA,13 - 0,13,0,13,-13,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-14,Groups,Group A,2019-06-12,15:00:00,Stade des Alpes, France ,FRA,0,NGA,Nigeria,NGA,KOR,Korea Republic,KOR,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-15,Groups,Group B,2019-06-12,18:00:00,Stade du Hainaut, France ,FRA,0,DEU,Germany,DEU,ESP,Spain,ESP,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-13,Groups,Group A,2019-06-12,21:00:00,Stade de Nice, France ,FRA,0,FRA,France,FRA,NOR,Norway,NOR,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-17,Groups,Group C,2019-06-13,18:00:00,Stade de la Mosson, France ,FRA,0,AUS,Australia,AUS,BRA,Brazil,BRA,3 - 2,3,2,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-16,Groups,Group B,2019-06-13,21:00:00,Parc des Princes, France ,FRA,0,ZAF,South Africa,ZAF,CHN,China PR,CHN,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-20,Groups,Group D,2019-06-14,15:00:00,Roazhon Park, France ,FRA,0,JPN,Japan,JPN,GBR,Scotland,SCO,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-18,Groups,Group C,2019-06-14,18:00:00,Stade Auguste-Delaune, France ,FRA,0,JAM,Jamaica,JAM,ITA,Italy,ITA,0 - 5,0,5,-5,5,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-19,Groups,Group D,2019-06-14,21:00:00,Stade Océane, France ,FRA,0,GBR,England,ENG,ARG,Argentina,ARG,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-22,Groups,Group E,2019-06-15,15:00:00,Stade du Hainaut, France ,FRA,0,NLD,Netherlands,NLD,CMR,Cameroon,CMR,3 - 1,3,1,2,-2,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-21,Groups,Group E,2019-06-15,21:00:00,Stade des Alpes, France ,FRA,0,CAN,Canada,CAN,NZL,New Zealand,NZL,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-24,Groups,Group F,2019-06-16,15:00:00,Stade de Nice, France ,FRA,0,SWE,Sweden,SWE,THA,Thailand,THA,5 - 1,5,1,4,-4,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-23,Groups,Group F,2019-06-16,18:00:00,Parc des Princes, France ,FRA,0,USA,USA,USA,CHL,Chile,CHL,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-27,Groups,Group B,2019-06-17,18:00:00,Stade de la Mosson, France ,FRA,0,ZAF,South Africa,ZAF,DEU,Germany,DEU,0 - 4,0,4,-4,4,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-28,Groups,Group B,2019-06-17,18:00:00,Stade Océane, France ,FRA,0,CHN,China PR,CHN,ESP,Spain,ESP,0 - 0,0,0,0,0,0,0,,0,0,0,0,1
2019,WC-2019,M-2019-25,Groups,Group A,2019-06-17,21:00:00,Roazhon Park, France ,FRA,0,NGA,Nigeria,NGA,FRA,France,FRA,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-26,Groups,Group A,2019-06-17,21:00:00,Stade Auguste-Delaune, France ,FRA,0,KOR,Korea Republic,KOR,NOR,Norway,NOR,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-29,Groups,Group C,2019-06-18,21:00:00,Stade des Alpes, France ,FRA,0,JAM,Jamaica,JAM,AUS,Australia,AUS,1 - 4,1,4,-3,3,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-30,Groups,Group C,2019-06-18,21:00:00,Stade du Hainaut, France ,FRA,0,ITA,Italy,ITA,BRA,Brazil,BRA,0 - 1,0,1,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-31,Groups,Group D,2019-06-19,21:00:00,Stade de Nice, France ,FRA,0,JPN,Japan,JPN,GBR,England,ENG,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-32,Groups,Group D,2019-06-19,21:00:00,Parc des Princes, France ,FRA,0,GBR,Scotland,SCO,ARG,Argentina,ARG,3 - 3,3,3,0,0,0,0,,0,0,0,0,1
2019,WC-2019,M-2019-33,Groups,Group E,2019-06-20,18:00:00,Stade Auguste-Delaune, France ,FRA,0,NLD,Netherlands,NLD,CAN,Canada,CAN,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-34,Groups,Group E,2019-06-20,18:00:00,Stade de la Mosson, France ,FRA,0,CMR,Cameroon,CMR,NZL,New Zealand,NZL,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-35,Groups,Group F,2019-06-20,21:00:00,Stade Océane, France ,FRA,0,SWE,Sweden,SWE,USA,USA,USA,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-36,Groups,Group F,2019-06-20,21:00:00,Roazhon Park, France ,FRA,0,THA,Thailand,THA,CHL,Chile,CHL,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-38,Round of 16,Not applicable,2019-06-22,17:30:00,Stade des Alpes, France ,FRA,1,DEU,Germany,DEU,NGA,Nigeria,NGA,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-37,Round of 16,Not applicable,2019-06-22,21:00:00,Stade de Nice, France ,FRA,1,NOR,Norway,NOR,AUS,Australia,AUS,1 - 1,1,1,0,0,0,1,4 - 1,4,1,1,0,0
2019,WC-2019,M-2019-39,Round of 16,Not applicable,2019-06-23,17:30:00,Stade du Hainaut, France ,FRA,1,GBR,England,ENG,CMR,Cameroon,CMR,3 - 0,3,0,3,-3,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-40,Round of 16,Not applicable,2019-06-23,21:00:00,Stade Océane, France ,FRA,1,FRA,France,FRA,BRA,Brazil,BRA,2 - 1,2,1,1,-1,1,0,,0,0,1,0,0
2019,WC-2019,M-2019-41,Round of 16,Not applicable,2019-06-24,18:00:00,Stade Auguste-Delaune, France ,FRA,1,ESP,Spain,ESP,USA,USA,USA,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-42,Round of 16,Not applicable,2019-06-24,21:00:00,Parc des Princes, France ,FRA,1,SWE,Sweden,SWE,CAN,Canada,CAN,1 - 0,1,0,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-43,Round of 16,Not applicable,2019-06-25,18:00:00,Stade de la Mosson, France ,FRA,1,ITA,Italy,ITA,CHN,China PR,CHN,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-44,Round of 16,Not applicable,2019-06-25,21:00:00,Roazhon Park, France ,FRA,1,NLD,Netherlands,NLD,JPN,Japan,JPN,2 - 1,2,1,1,-1,0,0,,0,0,1,0,0
2019,WC-2019,M-2019-45,Quarter-final,Not applicable,2019-06-27,21:00:00,Stade Océane, France ,FRA,1,NOR,Norway,NOR,GBR,England,ENG,0 - 3,0,3,-3,3,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-46,Quarter-final,Not applicable,2019-06-28,21:00:00,Parc des Princes, France ,FRA,1,FRA,France,FRA,USA,USA,USA,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-47,Quarter-final,Not applicable,2019-06-29,15:00:00,Stade du Hainaut, France ,FRA,1,ITA,Italy,ITA,NLD,Netherlands,NLD,0 - 2,0,2,-2,2,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-48,Quarter-final,Not applicable,2019-06-29,18:30:00,Roazhon Park, France ,FRA,1,DEU,Germany,DEU,SWE,Sweden,SWE,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-49,Semi-final,Not applicable,2019-07-02,21:00:00,Stade de Lyon, France ,FRA,1,GBR,England,ENG,USA,USA,USA,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-50,Semi-final,Not applicable,2019-07-03,21:00:00,Stade de Lyon, France ,FRA,1,NLD,Netherlands,NLD,SWE,Sweden,SWE,1 - 0,1,0,1,-1,1,0,,0,0,1,0,0
2019,WC-2019,M-2019-51,Match for third place,Not applicable,2019-07-06,17:00:00,Stade de Nice, France ,FRA,1,GBR,England,ENG,SWE,Sweden,SWE,1 - 2,1,2,-1,1,0,0,,0,0,0,1,0
2019,WC-2019,M-2019-52,Final,Not applicable,2019-07-07,17:00:00,Stade de Lyon, France ,FRA,1,USA,USA,USA,NLD,Netherlands,NLD,2 - 0,2,0,2,-2,0,0,,0,0,1,0,0
